pmid,pmc_id,title,primary_type,journal,publication_date,doi,has_fulltext,appeared_in_iterations,num_iterations
40114105,PMC11924699,Lateral-flow device for the diagnosis of invasive aspergillosis: a systematic review and diagnostic meta-analysis.,Meta-Analysis,BMC infectious diseases,2025-03-20,10.1186/s12879-025-10769-x,True,"iteration_1_disease, iteration_2_and_3_combined",2
40143366,PMC11945866,A Comprehensive Review of the Neglected and Emerging Oropouche Virus.,Review,Viruses,2025-03-19,10.3390/v17030439,True,iteration_2_and_3_combined,1
40142895,PMC11942801,The Evolving Landscape of Infective Endocarditis: Difficult-to-Treat Resistance Bacteria and Novel Diagnostics at the Foreground.,Review,Journal of clinical medicine,2025-03-19,10.3390/jcm14062087,True,iteration_1_disease,1
40141427,PMC11943292,Human Alveolar Echinococcosis-A Neglected Zoonotic Disease Requiring Urgent Attention.,Review,International journal of molecular sciences,2025-03-19,10.3390/ijms26062784,True,iteration_2_and_3_combined,1
40100445,PMC11920313,When should a neonatologist consult a rheumatologist?,Review,European journal of pediatrics,2025-03-18,10.1007/s00431-025-06086-9,True,iteration_2_and_3_combined,1
40089725,PMC11909972,LINC02363: a potential biomarker for early diagnosis and treatment of sepsis.,Meta-Analysis,BMC immunology,2025-03-15,10.1186/s12865-025-00702-x,True,iteration_1_disease,1
40085540,PMC11908538,Diagnosis and management of invasive fungal infections due to non-Aspergillus moulds.,Review,The Journal of antimicrobial chemotherapy,2025-03-14,10.1093/jac/dkaf005,True,iteration_2_and_3_combined,1
40085538,PMC11908537,Coccidioidomycosis: a growing global concern.,Review,The Journal of antimicrobial chemotherapy,2025-03-14,10.1093/jac/dkaf002,True,iteration_1_disease,1
39868784,PMC11898581,"Extracellular vesicles in malaria: proteomics insights, in vitro and in vivo studies indicate the need for transitioning to natural human infections.",Review,mBio,2025-03-12,10.1128/mbio.02304-24,True,iteration_1_disease,1
39923579,,"Interaction, diagnosis, and treatment of lung microbiota-NLRP3 inflammasome-target organ axis in sepsis.",Review,International immunopharmacology,2025-03-06,10.1016/j.intimp.2025.114222,False,iteration_1_disease,1
40045398,PMC11881470,Unveiling the clinical spectrum of herpes simplex virus CNS infections in adults: a systematic review.,Journal Article,Systematic reviews,2025-03-05,10.1186/s13643-025-02797-0,True,iteration_1_disease,1
40126328,PMC11932222,"Clinical, Functional, and Hemodynamic Profile of Schistosomiasis-Associated Pulmonary Arterial Hypertension Patients in Brazil: Systematic Review and Meta-Analysis.",Review,Infectious disease reports,2025-03-04,10.3390/idr17020022,True,iteration_1_disease,1
40072101,PMC11899273,Research Progress on the Immune Function of Liver Sinusoidal Endothelial Cells in Sepsis.,Review,Cells,2025-03-04,10.3390/cells14050373,True,iteration_1_disease,1
40137234,PMC11942743,"Evolving Epidemiology, Improving Diagnostic Tests and Their Importance for the Correct Diagnosis of Histoplasmosis.",Review,"Journal of fungi (Basel, Switzerland)",2025-03-04,10.3390/jof11030196,True,iteration_1_disease,1
40032401,PMC11877276,Accuracy of individual signs and symptoms and case definitions for the diagnosis of influenza in different age groups: a systematic review with meta-analysis.,Meta-Analysis,BMJ open,2025-03-03,10.1136/bmjopen-2022-067574,True,"iteration_1_disease, iteration_2_and_3_combined, iteration_2_and_3_combined",3
40025616,PMC11874434,Tuberculosis of the elbow joint: the complexity of diagnosis and treatment-A case report and review of literature.,Review,Journal of medical case reports,2025-03-03,10.1186/s13256-025-05102-8,True,iteration_1_disease,1
40115064,PMC11921180,The role of artificial intelligence in sepsis in the Emergency Department: a narrative review.,Review,Annals of translational medicine,2025-02-28,10.21037/atm-24-150,True,iteration_1_disease,1
40019674,PMC11870864,Update on Pediatric Hepatitis C Infection.,Review,Current gastroenterology reports,2025-02-28,10.1007/s11894-024-00955-3,True,iteration_2_and_3_combined,1
40076658,PMC11900056,Challenges and Revisions in Diagnostic Criteria: Advancing Early Detection of Prion Diseases.,Review,International journal of molecular sciences,2025-02-26,10.3390/ijms26052037,True,iteration_2_and_3_combined,1
40017783,PMC11862950,Nanobiosensors Enable High-Efficiency Detection of Tuberculosis Nucleic Acid.,Review,JACS Au,2025-02-24,10.1021/jacsau.4c01206,True,iteration_1_disease,1
39760497,PMC11837515,Novel technologies for the diagnosis of urinary tract infections.,Review,Journal of clinical microbiology,2025-02-19,10.1128/jcm.00306-24,True,iteration_2_and_3_combined,1
39111881,PMC11904445,Management of the Diagnosis and Treatment of Pneumonia in an Aging Society.,Review,"Internal medicine (Tokyo, Japan)",2025-02-15,10.2169/internalmedicine.4203-24,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
39934796,PMC11817622,Half-decade of scaling up malaria control: malaria trends and impact of interventions from 2018 to 2023 in Rwanda.,Review,Malaria journal,2025-02-12,10.1186/s12936-025-05278-w,True,iteration_1_disease,1
39997008,PMC11853453,Exploring Biomarkers for Malaria: Advances in Early Detection and Asymptomatic Diagnosis.,Review,Biosensors,2025-02-12,10.3390/bios15020106,True,iteration_1_disease,1
40004963,PMC11858158,A Systematic Review of Vitamin D Supplementation in Oncology: Chance of Science or Effectiveness?,Journal Article,Nutrients,2025-02-11,10.3390/nu17040634,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
40005545,PMC11858289,Invasive Fungal Disease After Chimeric Antigen Receptor-T Immunotherapy in Adult and Pediatric Patients.,Review,"Pathogens (Basel, Switzerland)",2025-02-08,10.3390/pathogens14020170,True,iteration_2_and_3_combined,1
40002563,PMC11854560,Evaluating Rabies Test Accuracy: A Systematic Review and Meta-Analysis of Human and Canine Diagnostic Methods.,Review,"Diagnostics (Basel, Switzerland)",2025-02-08,10.3390/diagnostics15040412,True,iteration_1_disease,1
39923061,PMC11806563,Unveiling neurogenic biomarkers for the differentiation between sepsis patients with or without encephalopathy: an updated meta-analysis.,Meta-Analysis,Systematic reviews,2025-02-08,10.1186/s13643-025-02784-5,True,iteration_1_disease,1
39982339,PMC11843831,"Early Detection, Diagnosis, Prevention, and Treatment of Infection to Avoid Sepsis and Septic Shock in Severely Burned Patients: A Narrative Review.",Review,European burn journal,2025-02-06,10.3390/ebj6010006,True,iteration_1_disease,1
41198044,PMC12594278,Clinical Case of Comorbid Course of Metabolically Associated Fatty Liver and Pancreas Disease in a Child with Prader-Willi Syndrome.,Journal Article,Journal of mother and child,2025-02-01,10.34763/jmotherandchild.20252901.d-25-00015,True,iteration_2_and_3_combined,1
39888601,PMC11789890,The Diagnostic Utility of Host RNA Biosignatures in Adult Patients With Sepsis: A Systematic Review and Meta-Analysis.,Meta-Analysis,Critical care explorations,2025-02-01,10.1097/CCE.0000000000001212,True,iteration_1_disease,1
39890159,PMC11792284,Embolic risk management in infective endocarditis: predicting the 'embolic roulette'.,Review,Open heart,2025-01-31,10.1136/openhrt-2024-003060,True,iteration_1_disease,1
39885489,PMC11780849,Global seroprevalence of Toxoplasma gondii in pregnant women: a systematic review and meta-analysis.,Meta-Analysis,BMC pregnancy and childbirth,2025-01-30,10.1186/s12884-025-07182-2,True,iteration_1_disease,1
39036934,PMC12010989,Neuroimaging in the diagnosis and treatment of cerebral toxoplasmosis in children with severe β-thalassemia after allo-HSCT.,Review,Biomolecules & biomedicine,2025-01-30,10.17305/bb.2024.10708,True,iteration_1_disease,1
39941506,PMC11818065,Overview of Systematic Reviews on Septic Arthritis of the Temporomandibular Joint (SATMJ).,Review,Journal of clinical medicine,2025-01-27,10.3390/jcm14030835,True,iteration_1_disease,1
39941456,PMC11818188,Anaphylaxis with Elevated Procalcitonin Mimicking Sepsis: A Literature Review and Report of Two Cases.,Review,Journal of clinical medicine,2025-01-25,10.3390/jcm14030785,True,iteration_1_disease,1
39856576,PMC11761210,A systemic review of the utility of antituberculosis therapy for presumed tuberculous uveitis.,Journal Article,BMC infectious diseases,2025-01-24,10.1186/s12879-024-10288-1,True,iteration_1_disease,1
39856633,PMC11760682,Guillain-Barré syndrome in patients with multiple myeloma: three cases report and literature review.,Review,BMC neurology,2025-01-24,10.1186/s12883-025-04045-3,True,iteration_2_and_3_combined,1
39848636,PMC11758687,Pretreatment attrition after rifampicin-resistant tuberculosis diagnosis with Xpert MTB/RIF or ultra in high TB burden countries: a systematic review and meta-analysis.,Meta-Analysis,BMJ global health,2025-01-22,10.1136/bmjgh-2024-015977,True,iteration_1_disease,1
39694499,PMC11799661,Pharmacologic background and clinical issue of anti-influenza drugs.,Review,Fukushima journal of medical science,2025-01-18,10.5387/fms.24-00029,True,iteration_1_disease,1
39821561,PMC11739444,Biomarkers of sepsis-induced coagulopathy: diagnostic insights and potential therapeutic implications.,Review,Annals of intensive care,2025-01-17,10.1186/s13613-025-01434-2,True,iteration_1_disease,1
39852489,PMC11766804,Invasive Aspergillosis in the Intensive Care Unit.,Review,"Journal of fungi (Basel, Switzerland)",2025-01-17,10.3390/jof11010070,True,iteration_1_disease,1
39858947,PMC11767579,"A Comprehensive Review of the Diagnostics for Pediatric Tuberculosis Based on Assay Time, Ease of Operation, and Performance.",Review,Microorganisms,2025-01-16,10.3390/microorganisms13010178,True,iteration_1_disease,1
38997136,PMC11877062,Reframing the clinical phenotype and management of cryptococcal meningitis.,Review,Practical neurology,2025-01-16,10.1136/pn-2024-004133,True,"iteration_1_disease, iteration_2_and_3_combined",2
39858517,PMC11764224,Advances and Challenges in Pediatric Sepsis Diagnosis: Integrating Early Warning Scores and Biomarkers for Improved Prognosis.,Review,Biomolecules,2025-01-14,10.3390/biom15010123,True,iteration_1_disease,1
39819318,PMC11737258,Investigating neutropenic enterocolitis: a systematic review of case reports and clinical insights.,Meta-Analysis,BMC gastroenterology,2025-01-13,10.1186/s12876-025-03601-y,True,iteration_1_disease,1
39859060,PMC11767168,Ventilator-Associated Pneumonia After Cardiac Arrest and Prevention Strategies: A Narrative Review.,Review,"Medicina (Kaunas, Lithuania)",2025-01-05,10.3390/medicina61010078,True,iteration_1_disease,1
40184116,PMC11709180,Uncommon ileal perforation due to intestinal tuberculosis: A case report and literature review.,Review,Medicine,2025-01-03,10.1097/MD.0000000000041099,True,iteration_1_disease,1
39757386,PMC11725671,Autoinflammatory Bone Diseases.,Review,Balkan medical journal,2025-01-02,10.4274/balkanmedj.galenos.2024.2024-11-129,True,iteration_1_disease,1
40960088,,"Significance of the LL-37 Peptide Delivered from Human Cathelicidin in the Pathogenesis, Treatment, and Diagnosis of Sepsis.",Review,Archivum immunologiae et therapiae experimentalis,2025-01-01,10.2478/aite-2025-0025,False,"iteration_1_disease, iteration_1_disease",2
41206898,PMC12596980,Markov switching zero-inflated space-time multinomial models for comparing multiple infectious diseases.,Journal Article,"Biostatistics (Oxford, England)",2024-12-31,10.1093/biostatistics/kxaf034,True,iteration_2_and_3_combined,1
39016172,PMC11259069,Public health management of pertussis in adults: Practical challenges and future strategies.,Review,Human vaccines & immunotherapeutics,2024-12-31,10.1080/21645515.2024.2377904,True,iteration_1_disease,1
39686838,PMC11654710,"Pertactin deficiency of Bordetella pertussis: Insights into epidemiology, and perspectives on surveillance and public health impact.",Journal Article,Human vaccines & immunotherapeutics,2024-12-31,10.1080/21645515.2024.2435134,True,iteration_1_disease,1
39732633,PMC11682634,"""High specificity of PCR in diagnosing mucocutaneous leshminiasis: a systematic review and meta analysis"".",Meta-Analysis,BMC infectious diseases,2024-12-28,10.1186/s12879-024-10349-5,True,"iteration_1_disease, iteration_2_and_3_combined",2
39600137,PMC12104989,The Epidemiology and Diagnosis of Measles—Special Aspects Relating to Low Incidence.,Review,Deutsches Arzteblatt international,2024-12-27,10.3238/arztebl.m2024.0211,True,iteration_1_disease,1
39969315,PMC11688077,Gene variant C3 glomerulonephritis with chronic urinary tract infection: A case report and literature review.,Review,Medicine,2024-12-27,10.1097/MD.0000000000041001,True,iteration_1_disease,1
39852198,PMC11766780,The Need for Standardized Guidelines for the Use of Monocyte Distribution Width (MDW) in the Early Diagnosis of Sepsis.,Review,Journal of personalized medicine,2024-12-27,10.3390/jpm15010005,True,iteration_1_disease,1
39858292,PMC11761862,Neonatal Sepsis: A Comprehensive Review.,Review,"Antibiotics (Basel, Switzerland)",2024-12-25,10.3390/antibiotics14010006,True,iteration_1_disease,1
39770388,PMC11676914,Correlation Between West Nile Virus and Pregnancy: A Systematic Review.,Journal Article,"Pathogens (Basel, Switzerland)",2024-12-20,10.3390/pathogens13121129,True,"iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined",3
39126684,,Diagnosis of rare Loffler endocarditis by cardiac ultrasound: a case report and literature review.,Review,Medical ultrasonography,2024-12-19,10.11152/mu-4416,False,iteration_1_disease,1
39696361,PMC11654261,Access and coverage of malaria services in Haiti in the context of elimination: a scoping review of the literature.,Journal Article,BMC health services research,2024-12-18,10.1186/s12913-024-12063-z,True,iteration_1_disease,1
39676169,PMC11648306,"Viral sepsis: diagnosis, clinical features, pathogenesis, and clinical considerations.",Review,Military Medical Research,2024-12-16,10.1186/s40779-024-00581-0,True,iteration_2_and_3_combined,1
39404267,PMC11629637,Molecular diagnostics in cerebrospinal fluid for the diagnosis of central nervous system infections.,Review,Clinical microbiology reviews,2024-12-10,10.1128/cmr.00021-24,False,iteration_2_and_3_combined,1
38591791,PMC11646087,"Malaria cases in China acquired through international travel, 2013-2022.",Journal Article,Journal of travel medicine,2024-12-10,10.1093/jtm/taae056,True,iteration_1_disease,1
